gene_id	1	all_lost	elegans_lost	sp34_lost	domain	life_stage	phenotype	reference_count	tissue	interaction	EMB_0	4_cell	EMB_30	EMB_60	EMB_90	EMB_120	EMB_150	EMB_180	EMB_210	EMB_240	EMB_270	EMB_300	EMB_330	EMB_360	EMB_390	EMB_420	EMB_450	EMB_480	EMB_510	EMB_540	EMB_570	EMB_600	L1	L2	L3	L4_her	young_adult_her	old_adult_her	male	adult_soma_her	adult_gonad_her	dauer_entry	dauer	dauer_exit
CELEG.Y69A2AR.31	1	0	0	0	2	15	3	0	4	0	153.5	161	127.5	167	99.3333	143.667	212	356.667	255	835	838	1855.33	1989.5	3251.33	3447	4819.5	4654.5	5521	6247	5335	5285	53.5	2698.5	1108.5	1492	286.5	241	103	594	232	124609	1166.5	1877.75	960.333
CELEG.Y69A2AR.32	1	0	0	0	1	19	2	1	3	0	926.5	687	390	293	223.333	247.667	259.333	248.667	222	183.333	298.5	189.333	282.5	147.333	306	191.5	250	165	228	266	319	300.5	153	221	1556	311.5	885	574	413	136.5	38112	116.5	478	452.333
CELEG.Y69A2AR.4	1	0	0	0	1	25	7	8	23	3	1	33	8.5	9.5	3.33333	8	4	7	6	38	19.5	29	22	125	18	83.5	385	64	65	126	124	7	179	124.5	250.5	111	164.5	5	146.5	426.5	12714	231	575.5	799
CELEG.Y69A2AR.5	1	1	0	0	1	25	2	3	2	0	26.5	37	18.5	29.5	34.6667	43.3333	24	30.3333	17	12.3333	7	10.3333	4	81.6667	31	24.5	687	34	26	20	28	27.5	544	139	225.5	140.5	231.5	1	174.5	136	13121	216	623	659.333
CELEG.Y69A2AR.6	1	0	0	0	6	13	0	1	2	0	4741	4835	2064	1303.5	822.333	915.667	752.333	658.667	651	669.333	970	748	753	695	1073	769	1175.5	649	793	1373	1328	2171	1560.5	314	683.5	391.5	1311	1375	499.5	473	105267	862.5	2113.5	893
CELEG.Y69A2AR.7	1	0	0	0	1	20	0	2	6	4	3485	3971	4587	4038.5	3950.67	4416.67	3347.33	3074.33	3473	2223	3467	2491	2723	2744.67	5989	3282	5502.5	3107	3248	4434	4467	3185	4305	877.5	1256	565.5	1994	311	1049	833.5	259029	3585	10725.5	4561
CELEG.Y69E1A.1	1	0	0	0	7	17	0	0	6	0	8	11	39	11	7	2.66667	10	15	10	3	0.5	21	6.5	5	16	6	9.5	13	11	150	11	15.5	0.5	34.5	688.5	1050	898	553	4749	685	53088	2.25	3.25	4925.67
CELEG.Y69E1A.2	1	0	0	0	1	21	1	0	2	1	68	55	26	19	19.6667	3.33333	14	8	2	10	9.5	11.3333	12.5	22	12	31	37.5	45	33	51	29	14	8	65	1538	1658.5	1876.5	490	9468	991	91432	4.5	5.25	9437
CELEG.Y69E1A.3	1	0	0	0	5	9	5	0	1	0	6	7	4	4.5	0.333333	2.33333	1.33333	2.66667	6	11	4	4.33333	5	9	7	8	10.5	21	4	1	37	0	4	4.5	95.5	31	27	8	186.5	22.5	3383	2	0.75	136.333
CELEG.Y69E1A.4	1	0	1	0	2	0	0	0	0	0	0	3	0	3.5	0.333333	0.333333	0.666667	2.66667	0	1.66667	1.5	1.66667	4.5	6.33333	4	2	2.5	5	5	4	9	0	0.5	1	27	13.5	6.5	0	85.5	4.5	1040	0.25	0.5	43.6667
CELEG.Y69E1A.5	1	0	0	0	1	19	1	1	5	2	25	10	28.5	24	43	100	136	479.333	80	1502	945	2582.33	2680.5	2731	1593	2561	1685.5	1957	2843	6621	4168	16.5	1981.5	949.5	2080.5	1896	1032	37	2693	2683.5	279393	8227	4627.25	3726.33
CELEG.Y69E1A.6	1	0	0	0	6	15	0	1	4	0	0	5	5.5	0	2	4.33333	6	9.66667	1	30.6667	30	46	75.5	99	55	84.5	75	65	103	74	48	0	23.5	4	8	2.5	1.5	0	3	1.5	4014	29.25	62	11.3333
CELEG.Y69E1A.7	1	0	0	0	2	15	0	2	4	0	0	2	3.5	0	0	1	5.33333	2.66667	11	3	3	7.66667	12.5	14.3333	10	13.5	29.5	9	5	5	17	0	4	1.5	116	12	63.5	5	195	24	9104	890.75	1200.75	891.667
CELEG.Y69E1A.8	1	0	0	0	0	15	0	0	4	0	0	7	2	0	5.66667	6.33333	5	1.33333	0	3.66667	7	4.33333	6	13	5	27	22	26	8	41	22	16.5	8	21	215	104.5	79	40	1047.5	81.5	6277	1.25	1.5	416.333
CELEG.Y69F12A.1	1	0	0	0	4	16	0	0	2	0	9.5	5	13.5	30.5	10.6667	14.3333	9.33333	13	30	17.3333	3.5	6.66667	9	6.66667	10	12.5	36	8	19	41	33	5	19	19.5	129	68.5	32.5	16	410.5	54.5	5932	8.75	24.75	227.667
CELEG.Y69F12A.2	1	0	0	0	2	21	0	4	4	1	786	436	1556.5	1607.5	1541.33	1873.33	1373	873	979	438.667	474	496	401	886	503	588	7542.5	552	735	1195	1191	568	6273.5	3776	7085	3618	3181	166	2509.5	4226.5	219560	2925.5	7349.25	3082
CELEG.Y69F12A.3	1	0	0	0	1	0	1	0	0	0	0	0	1.5	0	0.333333	0	0	0	0	0	0	0.333333	0	0	0	0.5	0	0	1	0	1	0	0	0	0.5	15	3	0	1089.5	2.5	5080	0	0	905
CELEG.Y69H2.10	1	0	0	0	1	16	0	0	2	5	10.5	17	30.5	20	24.3333	25	43.3333	36.6667	12	21.6667	47.5	29.6667	27	65.3333	36	44	459	24	16	29	27	7	2005	123	1950	142	56.5	5	104.5	115.5	48056	2983.25	8341.5	6590.33
CELEG.Y69H2.11	1	0	0	0	3	13	0	1	5	0	0	8	2	16	0	3.33333	4.33333	8	3	4.66667	11	17	11	17	36	32	115.5	37	10	25	22	4	196.5	36.5	43.5	7	12	2	15.5	10.5	1591	10.25	9.75	3.33333
CELEG.Y69H2.12	1	0	0	0	2	10	17	2	1	0	0	3	8.5	0.5	5.33333	1.33333	4.66667	1	10	25	5.5	10.3333	6.5	38.6667	17	29.5	167	62	16	41	55	0	329.5	42.5	91.5	27.5	18.5	0	57	19	2675	70.75	108.75	105.667
CELEG.Y69H2.14	1	0	1	0	3	18	0	1	2	0	5	120	10.5	54.5	44	40.3333	6	8.33333	19	29	36	21.3333	42.5	199.667	106	48.5	6067.5	29	93	252	59	23	16573	12851.5	32422.5	13039.5	24206.5	927	32685	26393.5	742881	2517.75	4460	4612.33
CELEG.Y69H2.15	1	0	0	0	1	8	0	0	3	0	2.5	4	6.5	9	4.33333	5.66667	3.33333	9	8	13.6667	7.5	8.66667	5	144.667	22	30.5	456.5	26	29	39	64	1	273	135	211.5	259.5	46.5	5	130.5	136	9417	439.25	696.5	282.667
CELEG.Y69H2.17	1	0	0	0	2	3	6	0	1	0	0	17	5	12.5	6.66667	6.66667	10.3333	7.66667	0	1.66667	9.5	12.3333	4.5	17.3333	0	7	35	9	6	7	27	5.5	30.5	4	5	0.5	0.5	0	1	2	540	6.25	18	15.6667
CELEG.Y69H2.1	1	0	0	0	1	12	1	1	2	2	26.5	19	8.5	21.5	17.6667	14	20.6667	12.3333	7	32.3333	19.5	27.3333	14	34	26	64.5	195	38	44	33	32	16	126.5	70.5	60	43	13.5	0	58	58	6396	157.5	311.5	182
CELEG.Y69H2.2	1	0	0	0	2	13	21	2	4	1	0.5	27	12.5	0	3	2.66667	2.33333	4.33333	8	5	7	6.66667	13.5	42.3333	20	23	32	33	18	34	13	3	58	8.5	14.5	4.5	110	0	11	48.5	3765	11.25	25	34.6667
CELEG.Y69H2.3	1	0	0	0	1	21	8	2	11	56	235	269	167	110	40.3333	76	38.3333	35	44	58	59.5	75	78	742.667	85	101	5083.5	160	215	335	429	131	14252	2071	11620.5	1682	17779.5	4221	5231	3749.5	404194	12129.2	22061.2	20686
CELEG.Y69H2.6	1	0	0	0	1	16	1	3	9	3	671.5	619	1465.5	1340	1636.33	1976	1770.33	1431	1143	1072.33	1460	1351.33	1263.5	890	2290	1150	1389.5	731	859	1107	876	999.5	510	200.5	308.5	188	140	199	141.5	189.5	50139	351	510	411.667
CELEG.Y69H2.7	1	0	0	0	0	14	0	0	7	1	7410	4257	2356	1939.5	1525.33	2137	1526.67	1343.67	1383	930.667	1719.5	1117.67	1240	676.667	2013	787.5	1785.5	500	569	725	605	2202	1000	398	794	325	1939.5	1382	352	473	132166	336.75	706.75	612
CELEG.Y69H2.8	1	0	0	0	2	10	0	0	1	0	0	7	1	2	1.33333	3	3	5	0	6.66667	8	5.66667	5	12.3333	0	2	18.5	8	9	0	7	0	3	0	0	0.5	0	0	0	0	94	0	0	0
CELEG.Y69H2.9	1	0	0	0	0	17	0	0	1	0	27.5	43	140.5	100.5	105.333	197.333	251	268	240	282	420	585.667	619.5	529	644	747	750	519	666	961	656	54	290	71	244	98.5	113	2	187	101	43416	936.25	1712	804.333
CELEG.Y6B3A.1	1	0	0	0	4	15	26	8	7	8	1538.5	9884	4275	2624.5	2569.67	4016	4841.67	5149.33	5205	5737.33	8252.5	7434.67	8294.5	6268	14718	10243.5	10500	11710	10562	8330	8638	2904.5	4471.5	3667	6373	1155.5	5203	5270	2886	2398	450367	2589.25	7449.25	5614.33
CELEG.Y6B3B.1	1	0	0	0	0	15	1	0	11	0	42	35	38	21	14.6667	24.3333	23.3333	87	15	148.333	133	253.333	349	463.333	423	694.5	453.5	877	776	390	642	4.5	124	56.5	90	29.5	103.5	62	53	63	16829	44	92.5	66.3333
CELEG.Y6B3B.10	1	0	0	0	2	16	6	5	3	4	13	5	7	5	6.33333	11.3333	9	10.6667	13	10	4	63	45.5	806.667	11	251.5	476	166	483	886	1019	5.5	739.5	237.5	88	94.5	31.5	0	122	79.5	39496	290.5	196.25	298.667
CELEG.Y6B3B.11	1	0	0	0	11	9	1	4	3	4	0	0	6	2.5	1.33333	3.33333	0	2	0	1.66667	0	11.6667	3	9	8	6.5	36	12	0	9	22	0	44.5	1	10.5	0.5	1	0	0	0	675	40.75	55.75	56.3333
CELEG.Y6B3B.3	1	0	0	0	7	9	0	0	1	0	0	15	10.5	2	11.6667	6	19.6667	4	5	4	13	12.3333	12.5	36	19	36.5	15	47	19	19	17	2.5	20.5	7	45	16	7	20	64.5	6	895	0.5	1.25	27
CELEG.Y6B3B.4	1	0	0	0	1	15	0	1	1	1	2062	6666	3248.5	2221	1938	2778.67	2211.33	2281.33	1715	2147.33	3782.5	3069.33	3432	2466.33	5910	3884.5	2914.5	2573	2790	2021	2655	2506.5	2300.5	580.5	1428.5	340	4232.5	4035	836.5	586.5	145578	1506.25	3267.25	1824
CELEG.Y6B3B.5	1	0	0	0	1	17	1	1	4	1	681	553	615.5	660	655	903	764	779.667	804	759	1106	1012.67	983.5	816.333	1113	1035.5	1188.5	619	738	1177	1175	502	1084	279.5	382	238	435.5	545	349.5	337.5	56644	611.75	1217.75	735
CELEG.Y6B3B.7	1	0	0	0	0	9	0	0	2	0	131	66	85	79.5	109.333	178	159.667	141.667	148	169.667	198	486.333	363	858.333	344	965.5	767.5	926	1108	1935	1679	81	630.5	107.5	225	74	93	106	119	77	35799	283	413.25	345.333
CELEG.Y6B3B.9	1	0	0	0	1	14	3	1	5	0	1772	898	461	370	280	570.333	498.333	449.333	468	547.667	727	799	870.5	764	756	853.5	1744.5	733	884	1319	878	400.5	1931	687	1601	397	1126	1015	521	451	82747	965.25	2065.5	1292.33
CELEG.Y6D11A.1	1	0	0	0	1	15	3	2	3	0	3747.5	2057	1066	856	680	1010.67	684.667	582.667	520	549.333	482.5	394.667	470	223	494	270.5	1410.5	196	278	431	293	1303.5	1219.5	387	1049.5	383	2224	1517	536.5	367	117608	1101	840.75	701.333
CELEG.Y6D11A.2	1	0	0	0	2	15	15	6	5	0	5744	3087	2335.5	2384.5	2408.33	3212.67	2911.67	2930.33	2374	2756	2949	2921	2758.5	2029	2468	2235.5	5849.5	1424	1849	3540	2209	2244	3660.5	1574.5	2324	1637.5	2727.5	2072	1601	1944.5	303487	2648.75	3179.25	2921.33
CELEG.Y6D1A.1	1	0	0	0	2	13	0	0	2	1	4897.5	6273	7665	7074.5	3633.33	2254.67	1518.33	1033	1107	772.333	806.5	574.667	772	394.333	790	628.5	1616	633	662	971	564	4694	1213.5	377.5	867	325.5	2407.5	2465	330.5	412	174411	699	1762	1074.33
CELEG.Y6D1A.2	1	0	0	0	14	16	0	0	2	0	58.5	21	41	134.5	77.6667	159	256.667	432.333	103	610.333	554.5	975.333	722	388	667	588.5	578	246	307	679	467	40.5	236.5	146	191	86.5	36	14	53.5	109.5	38556	177	165.5	236.667
CELEG.Y6E2A.1	1	0	0	0	5	0	0	0	0	0	0	0	2.5	5.5	0.666667	1.66667	0	9	0	2.33333	1	5.33333	3.5	17	5	26.5	17.5	15	14	0	10	0	3.5	1	2	0.5	0	0	1	3	222	15.75	34.25	17
CELEG.Y6E2A.10	1	0	0	0	0	16	0	0	2	0	13.5	46	29	19.5	4.33333	8	6	6.66667	0	10.3333	7.5	7.33333	8	34	13	32.5	101	27	0	34	59	0	37	9.5	90	128	71.5	17	543.5	74	5734	32.25	40.25	416.333
CELEG.Y6E2A.2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0.333333	0	3.33333	1.33333	0	4.66667	5.5	3.66667	7	8.33333	0	22	16.5	16	2	2	16	0	2.5	0.5	7	0.5	0	0	1.5	0	294	40.5	67.75	18
CELEG.Y6E2A.4	1	0	1	1	4	19	0	0	10	1	0	0	24	2	3.33333	1	4.33333	3.33333	4	8.66667	16.5	3.66667	10	39.3333	10	41.5	98.5	26	27	30	56	2.5	714.5	31	1406.5	20.5	84.5	2	88	41.5	71634	7601	15509.8	9916.33
CELEG.Y6E2A.5	1	0	0	0	2	17	0	0	13	0	0	5	4	2.5	0.333333	1	5.33333	8	0	10.6667	8	15.6667	18	11.6667	23	18.5	226.5	39	32	43	89	4	128.5	71	181.5	7.5	20	6	109	40.5	15965	2163.5	2879.5	936.667
CELEG.Y6E2A.6	1	0	0	0	6	0	0	0	0	0	0	0	5	0	1	0	1.66667	1.33333	6	15	13	4.66667	0	21	0	4.5	12	11	21	3	0	0	4	0	1.5	0	0	0	0	0	188	20.25	42.75	15
CELEG.Y6E2A.7	1	0	0	0	1	17	0	0	2	0	0	10	2.5	0	2.33333	0	4	1.33333	3	1	2	3.33333	1.5	11.6667	0	18.5	24	6	15	28	17	0	13.5	3.5	52.5	0.5	0.5	0	20	1.5	4557	743.25	625.75	107.333
CELEG.Y6E2A.8	1	0	0	0	3	14	0	0	1	0	6	17	3.5	8.5	4.33333	0	3.66667	5.33333	0	6.66667	2	5.33333	9.5	24.3333	7	18.5	13.5	13	8	2	10	0	2	9	59.5	28	8	0	98.5	13	2342	3.75	2.5	60.3333
CELEG.Y6E2A.9	1	0	0	0	2	16	0	1	2	0	7	20	2	4	0.666667	1.66667	1.66667	0.666667	0	2	3.5	3	1	10.3333	2	8.5	5	22	2	7	25	4.5	2	3.5	77	51	31.5	22	398	28	6258	0.5	0.25	264
CELEG.Y6G8.14	1	0	0	0	4	6	0	0	1	0	0	0	1.5	0	4.33333	0	1.33333	0	0	0	0	0	6	1.66667	0	5.5	3	0	2	0	1	5.5	1.5	0.5	0.5	1	3.5	0	675	1	5817	0	1.25	1418
CELEG.Y6G8.15	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0.5	0	0	0.5	0	0	0	1	0	0	0	0	0	0	0.5	0	127	0	1313	0.25	0.25	345
CELEG.Y6G8.16	1	0	0	0	3	5	0	0	1	0	0	8	1.5	1	2.66667	0	4.66667	1.66667	0	0	0	3.66667	0	6.33333	0	4	0.5	10	0	0	2	0	4	0	1	7.5	3.5	0	1813.5	7.5	12318	0.75	2	2736
CELEG.Y6G8.2	1	0	0	0	2	17	0	0	3	0	11	127	96	81.5	62.6667	32	21.6667	13.6667	21	17	41	32.3333	72	134	51	71.5	1326	95	102	193	146	52	1479	425.5	489.5	81	253.5	0	187	266.5	21794	574.75	1950	834.333
CELEG.Y6G8.3	1	0	0	0	9	22	0	1	9	0	6244.5	2730	1568.5	1221	461.333	173.333	76.6667	44.3333	48	11	22	16.3333	27.5	39	44	25	36.5	29	51	105	69	1707.5	7	0	4	59	873	560	17	59	80480	9.75	3	6
CELEG.Y6G8.4	1	0	1	1	1	0	0	0	0	0	0	4	0	0.5	2.33333	1	0.666667	0.666667	0	11.6667	7	0	1.5	3.66667	4	13	7.5	10	1	9	11	0	2.5	0	0	0	0	0	2.5	0	142	2.75	7.25	4
CELEG.Y6G8.5	1	0	0	0	0	10	0	0	2	0	0	5	2	2	2.33333	0	0.333333	2	0	0.666667	3	4.33333	4	4.33333	0	5.5	2	8	8	17	1	0	25.5	40	25	34	31.5	0	204.5	51.5	1835	14.25	13.75	94.3333
CELEG.Y6G8.6	1	0	0	0	0	5	0	0	2	0	0	0	0	0.5	1	1.33333	0	0	0	1.66667	0.5	1	0	4.66667	2	0	4	0	4	12	0	0	0	4.5	15.5	3.5	8	0	33.5	6.5	380	0	1	39
CELEG.Y6G8.8	1	0	0	0	2	0	0	0	0	0	0	0	2.5	0	2.33333	0.666667	4	0.666667	1	11	7.5	9.33333	11.5	10	1	21	14	46	12	10	7	0	0.5	0	0	0	0.5	0	2	0	187	6.25	7.5	6.66667
CELEG.Y6G8.9	1	0	0	0	1	9	0	0	3	0	22.5	51	34.5	23	18.6667	6.33333	5.33333	0	5	1	4.5	6.33333	0	11.6667	5	14	20.5	11	3	3	2	19	34	17.5	26	7.5	17	0	8	20	1223	69.75	149	76.3333
CELEG.Y70C5A.2	1	0	0	0	1	8	0	0	2	0	14	11	8	7	7.66667	8	1.33333	8	7	7	8.5	5.33333	1	34.6667	18	18	83.5	8	18	6	11	21	56.5	8.5	5	4	2	0	11	5	783	13.25	20	31
CELEG.Y70C5A.3	1	0	0	0	2	19	0	1	1	0	4	34	18	21	9	9	8.33333	0	5	20	6	13	7	127.333	9	80.5	1250	45	60	189	249	30.5	1167	355	300	155	174	11	260.5	455	16024	32.25	53.25	42
CELEG.Y70C5A.4	1	0	0	0	1	2	0	0	1	0	4.5	4	8	6	2.66667	0.333333	0	0.333333	0	0.666667	0	0.666667	0.5	1.33333	0	2.5	0.5	8	6	2	0	11.5	2.5	0.5	0	1	0	0	1	0	126	0	0	0.666667
CELEG.Y70C5B.1	1	0	1	0	0	0	0	0	0	0	3	17	11	0	2	1.66667	9	9	9	32	7.5	11	32	46	49	41.5	40	30	24	109	84	3	4.5	1	17.5	0	3	0	16.5	0	2047	150.25	117.25	60.3333
CELEG.Y70C5B.2	1	0	0	0	2	0	0	0	0	0	0	11	1	1.5	2	3.33333	2.66667	0.666667	9	15.3333	7.5	6	0.5	13	1	13.5	8.5	20	22	49	8	0	5.5	0	1	0.5	0	0	0	1	131	2.25	0.25	0.333333
CELEG.Y70C5C.1	1	0	0	0	5	0	0	1	0	0	5.5	9	4	4.5	8.66667	20	10	35	5	90.6667	85.5	267.667	350	307	368	628.5	328.5	556	599	573	299	2.5	58.5	143	368.5	20.5	40	0	80.5	48.5	11285	26.25	64.75	34
CELEG.Y70C5C.2	1	0	0	0	2	0	0	1	0	0	1	17	2.5	0	2	4.33333	3.33333	2.66667	2	7.33333	6	12.6667	7	12.3333	18	7	17	29	8	15	8	0	35.5	10.5	23	0.5	2	0	4	2.5	2955	4.25	9.75	3.66667
CELEG.Y70C5C.3	1	0	0	0	2	0	0	0	0	0	0	0	4	3	1	0.666667	3.66667	0.333333	0	7	2	6	4	8.33333	10	17.5	6.5	26	0	12	13	4	35	0.5	0.5	0	0.5	0	1.5	0	238	2.25	4	2.33333
CELEG.Y70C5C.4	1	0	0	0	6	0	0	0	0	0	0.5	5	2.5	0	1.66667	2.33333	3.33333	3.66667	2	0	4.5	3.33333	5.5	15.3333	5	14.5	12	22	17	10	2	0	22.5	0.5	1	0	0	0	0	0	178	3	10	0
CELEG.Y70C5C.6	1	0	0	0	2	18	13	1	22	1	14.5	19	12	0	1.33333	0	3.33333	9	2	3.66667	0.5	11	14.5	22	11	25.5	67.5	29	15	17	36	10	125.5	52.5	104.5	45.5	40.5	0	58	69	6155	45.25	33.25	90.3333
CELEG.Y70D2A.1	1	0	0	0	3	16	0	0	3	0	5	18	33.5	25.5	25.6667	13	19.3333	3	5	3.66667	16.5	15.3333	12.5	273	8	69	232	10	47	179	186	5.5	678.5	173	121	216.5	42	0	600.5	407.5	33659	3515.75	1833.75	438.667
CELEG.Y70D2A.2	1	0	0	0	1	23	0	2	7	0	93	144	349	428	319.333	248	92	47.6667	23	120.333	107.5	479	354.5	859	388	977	610.5	888	1185	2598	1442	116	633.5	253.5	331	184.5	275	39	438.5	512	60253	872.5	862.75	753.333
CELEG.Y70G10A.2	1	1	0	0	2	10	0	0	5	0	2	20	4	1	20.3333	11.3333	19.3333	12	11	19.6667	11	27.6667	12	73	32	67	83.5	62	61	31	46	4.5	57	17.5	22	4	13	0	75	9.5	2048	58	157	170
CELEG.Y70G10A.3	1	0	0	0	3	18	0	2	3	1	50	106	48	59.5	18	33.6667	26.6667	23.6667	19	31.6667	47	49	36	364.667	49	103.5	3464	75	51	121	155	21	4100.5	605.5	1436.5	159.5	649	39	1669	978.5	83561	4812.75	7451.25	4658
CELEG.Y71A12B.10	1	0	0	0	2	15	7	1	3	0	4	104	98	106.5	92.3333	110	91.3333	28.6667	25	39.3333	57	24	32	28.6667	74	51.5	72	40	46	21	46	61	70	25	61	14	76.5	78	14	25.5	2936	47.5	59.25	36.6667
CELEG.Y71A12B.11	1	0	0	0	1	16	0	0	5	1	8711.5	6288	10654	13794.5	10913.7	11727.3	4370.33	1325.33	871	238.667	118.5	93.6667	76	63	54	56	103.5	53	75	142	79	7907.5	34.5	1	13.5	43.5	340.5	7	6	3.5	287813	71	37.5	22
CELEG.Y71A12B.12	1	0	0	0	2	16	0	0	4	0	1135	883	1223.5	1516	1370.33	2716.67	3811.33	5356.33	4130	6413.67	8735	7991.33	9806	4844	10404	6878	5089	6507	6466	6179	4358	795	634.5	211.5	324.5	166.5	656.5	599	111	147	254582	409.5	788.75	380
CELEG.Y71A12B.15	1	0	0	0	1	0	0	0	0	0	21	72	134	170	156.667	293.333	272.667	276	202	238.667	334	278.667	323	206.333	477	136	105.5	140	86	94	48	69.5	14	0	4.5	1.5	16	12	0	4	11592	14	12.75	15
CELEG.Y71A12B.17	1	0	0	0	2	0	0	1	0	2	1516	1622	3546.5	4318.5	4082.33	3485	1691.33	610.667	367	236	240.5	190	170	97.3333	257	161	164.5	114	102	227	139	1963	105	24.5	93.5	28	208.5	96	50.5	24.5	54389	114	291.75	227
CELEG.Y71A12B.1	1	0	0	0	1	19	25	5	2	4	17354.5	13648	11307.5	11940.5	10449.3	12710.7	15684.3	19023	17799	19955	24406	27184.7	34597	25775.7	35682	33759.5	171073	37249	40443	50869	41999	8055	351216	85332.5	269906	113551	79105	42956	43363	67473	6691086	86963.5	208306	163822
CELEG.Y71A12B.2	1	0	0	0	1	0	0	0	0	0	4947	5928	4661	3929	1495	507	212.667	93.6667	97	75.6667	32.5	33.6667	39	49.6667	68	41	98.5	85	32	104	66	4424	15	0.5	4	18.5	155.5	7	1.5	4	91327	37.25	11	5
CELEG.Y71A12B.23	1	0	0	0	2	7	0	0	1	0	0	1	0	0	1.66667	0	0	0	0	1	0	0.333333	0.5	5.33333	0	4	8.5	9	8	0	0	0	0.5	0.5	7.5	18	26	9	148.5	14.5	1238	0.25	2.25	76.3333
CELEG.Y71A12B.24	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.666667	1.33333	0	0	0	5.33333	0	2	0	6	8	0.5	0	10	0	2	0	0	0	0	1.5	0.5	0	8	23	0	127	1.75	3	7.33333
CELEG.Y71A12B.25	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.666667	0.666667	2.66667	1	0	0	0	1.33333	0	1	9	4.5	9	8	5	3	0	0	6	0	0	0	0	0	7.5	0	58	0	0	3.33333
CELEG.Y71A12B.3	1	0	0	0	1	0	0	0	0	0	4947	5928	4661	3929	1495	507	212.667	93.6667	97	75.6667	32.5	33.6667	39	49.6667	68	41	98.5	85	32	104	66	4424	15	0.5	4	18.5	155.5	7	1.5	4	91327	37.25	11	5
CELEG.Y71A12B.4	1	0	0	0	9	11	17	14	5	2	21.5	13	34.5	35.5	21	19	27.3333	45.3333	18	77.3333	85	95	141.5	507.667	241	318	332	429	348	378	503	16.5	1798.5	173	145.5	39	147	94	149	49	20344	141	336.5	150
CELEG.Y71A12B.5	1	0	0	0	1	0	0	0	0	0	0	4	10.5	0	3.33333	1.33333	1	0	9	3	0	2.33333	7	8.66667	6	13.5	10.5	19	10	4	16	4.5	3.5	0	0.5	0	0.5	0	5	0	128	0	0.5	3
CELEG.Y71A12B.6	1	0	0	0	2	0	0	0	0	0	0	0	1	5.5	1.66667	0.666667	5.33333	2.66667	0	0	2	3.33333	1.5	4	12	12.5	0	6	9	1	11	2.5	4	0.5	3	1	0	0	16.5	0.5	200	0	1.25	12.6667
CELEG.Y71A12B.8	1	0	0	0	2	0	0	0	0	0	50.5	28	80	87	52	22	27.6667	14	11	27.3333	0	6	3	19.3333	25	16.5	7	14	12	30	7	40.5	16	0	461.5	2.5	12.5	0	3.5	5	6767	764.5	6024.5	470.333
CELEG.Y71A12B.9	1	0	0	0	4	0	0	1	0	0	1546	2437	1762	1426.5	1568.67	2103	1990.67	1885.67	1904	1639	2466	1952	1865.5	1419	2914	1818	1656.5	1363	1194	1331	1837	1508.5	1067	405	872.5	254	1203.5	1770	519.5	603	75551	892.5	1235	983.333
CELEG.Y71A12C.1	1	0	0	0	3	0	0	0	0	0	1	0	2.5	2.5	2.33333	2.66667	9.66667	5.33333	0	7	3	3	2.5	12.3333	2	14.5	6	0	0	0	18	2	5	0	1	0	1	0	0	0.5	81	0	0	0.333333
CELEG.Y71A12C.2	1	0	0	0	1	17	0	1	8	0	101.5	109	63	104.5	47.6667	90	117.333	105.333	61	136.333	134	140	163	86.3333	140	134	171.5	83	64	159	154	88.5	102	39.5	139.5	99	84.5	22	85	38.5	8268	118	264.25	218.333
CELEG.Y71D11A.1	1	0	0	0	4	17	5	3	4	1	349.5	819	1346	1462	1695.33	2364.33	2785.33	3744.67	2436	3741.33	5406.5	4816.67	6770.5	3482	8983	4563	2520	3946	3399	2469	2050	681	1844	7064	16262	1143.5	349	147	3325	2145.5	169645	440.5	842.5	750.333
CELEG.Y71D11A.2	1	1	0	0	3	27	7	2	3	1	14134	8264	5451	5318.5	3874.33	3823.67	3024.67	2900	2993	2005	2809	2195.33	2311.5	1874.67	2874	2190	3123	1950	1897	2597	2677	5386	1158	429	916.5	928	1853.5	4801	399	622.5	240150	819	1931.5	1269.67
CELEG.Y71D11A.3	1	0	0	0	1	18	1	1	5	0	43	43	144.5	156	256.333	494	607.333	794	531	763	1336	1128.33	901.5	524.333	1192	447.5	804	171	166	332	236	110.5	570	315	679	293	169.5	0	215	484	40618	91.75	105.75	156
CELEG.Y71D11A.5	1	0	0	0	3	12	12	3	31	0	17	41	95.5	53	69.3333	117	135.667	149.667	146	123.333	175	155	70	980.667	83	252	1261	155	272	547	453	23.5	1121.5	183	193	44.5	26	0	111	37.5	23007	509.25	872.25	541.333
CELEG.Y71F9AL.1	1	0	0	0	7	15	1	1	4	0	1902	2710	1333	1024.5	799.333	1196.67	1117.33	1055.67	1111	858.667	1234.5	863	920	533	1007	699	1596	583	570	862	639	1331.5	742.5	426.5	638.5	243.5	1265	1318	337.5	488	76503	656.5	1723.75	1073
CELEG.Y71F9AL.10	1	1	0	0	13	19	0	1	5	0	3486.5	3263	1058	644.5	265.667	295.333	289.333	414	297	476.667	742.5	696	879	854.667	1494	1241.5	1887.5	1115	1252	1461	1511	1412	3017.5	406.5	1565.5	410	1874	754	569	550.5	119534	1645.5	4184.5	2466
